,carat,cut,color,clarity,depth,table,x,y,z,price
377,0.32,Ideal,I,VS1,62.4,54,4.38,4.4,2.74,523
378,0.9,Ideal,F,SI2,61.8,56,6.18,6.21,3.83,4593
379,0.31,Good,G,VS2,63.1,58,4.3,4.35,2.73,544
380,0.4,Premium,E,VS1,60.1,58,4.76,4.72,2.85,1125
381,0.32,Very Good,H,VVS1,61.2,57,4.39,4.42,2.69,672
382,1.22,Ideal,F,VVS1,61.2,57,6.88,6.92,4.22,13029
383,0.38,Ideal,E,VVS2,62,57,4.64,4.69,2.89,1030
384,0.71,Very Good,D,VVS2,62.3,60,5.65,5.71,3.54,3799
385,0.71,Very Good,G,SI2,63.2,59,5.6,5.64,3.55,2107
386,1.05,Very Good,G,SI1,61.6,57,6.51,6.54,4.02,5197
387,1.04,Ideal,F,SI1,61.3,56,6.55,6.5,4,5882
388,0.71,Ideal,F,VS1,61.1,57,5.76,5.82,3.54,3013
389,0.42,Ideal,E,SI1,62.1,55,4.81,4.79,2.98,953
390,0.44,Ideal,D,VS1,61.1,56,4.95,4.91,3.01,1294
391,0.41,Very Good,F,SI1,63.4,58,4.75,4.68,2.99,852
392,0.5,Ideal,H,VS1,61.1,56,5.1,5.14,3.13,1637
393,0.58,Ideal,E,VS2,61.8,57,5.32,5.36,3.3,1903
394,0.3,Ideal,E,VVS2,61.8,56,4.35,4.33,2.68,1013
395,1.18,Very Good,G,VS2,62.7,54.7,6.74,6.77,4.23,8411
396,0.91,Ideal,H,SI1,62,56,6.19,6.22,3.85,4337
397,1.2,Ideal,F,VVS1,61.1,55,6.86,6.89,4.2,13088
398,0.33,Premium,F,SI2,62.3,58,4.43,4.4,2.75,557
399,0.34,Ideal,F,VVS1,61.7,55,4.51,4.5,2.78,959
400,0.32,Premium,G,VS2,62.3,58,4.41,4.36,2.73,720
401,0.38,Very Good,E,SI2,62.5,61,4.59,4.63,2.88,590
402,0.26,Very Good,E,VVS2,61.4,57,4.1,4.13,2.52,506
403,0.52,Very Good,G,SI1,61.7,57,5.13,5.16,3.17,1311
404,2,Good,J,I1,63.6,62,7.97,7.8,5.02,6521
405,0.76,Ideal,E,VS2,61.6,56,5.85,5.9,3.62,3864
406,1.09,Ideal,G,SI1,62.2,56,6.6,6.55,4.09,4970
407,0.25,Good,D,VS1,57.6,60,4.15,4.18,2.4,399
408,0.71,Good,E,VS2,62.8,60,5.6,5.65,3.53,2836
409,0.41,Fair,D,VVS2,64.5,57,4.68,4.65,3.01,1089
410,2.27,Premium,J,VS1,62.4,58,8.41,8.36,5.23,17149
411,1.01,Premium,G,VVS2,63,61,6.36,6.34,4,7665
412,0.75,Very Good,E,SI1,62.9,57,5.79,5.84,3.66,2753
413,0.72,Premium,J,SI1,62.1,59,5.75,5.71,3.56,1987
414,2.36,Ideal,H,SI2,62.2,55,8.51,8.56,5.3,17569
415,1.01,Ideal,G,VS2,62.7,54,6.43,6.47,4.04,6937
416,1.03,Very Good,F,SI2,61.1,59,6.51,6.58,4,4218
417,0.7,Very Good,E,SI1,61.2,57,5.68,5.73,3.49,2753
418,0.3,Premium,G,VS2,61.6,60,4.33,4.28,2.65,675
419,1.51,Ideal,F,VS2,62.2,53,7.35,7.31,4.56,13771
420,0.3,Premium,F,VS1,60.5,60,4.29,4.31,2.6,658
421,0.71,Ideal,I,VVS1,62.3,56,5.7,5.73,3.56,2606
422,0.36,Ideal,D,VS2,61.3,55,4.58,4.62,2.82,928
423,0.9,Ideal,G,SI2,,56,6.14,6.19,3.85,3500
424,0.35,Premium,J,VS1,62.4,58,5.67,5.64,3.53,949
425,0.7,Very Good,H,SI1,62.6,57,5.64,5.7,3.55,1830
426,1,Premium,I,SI1,62.2,62,6.39,6.33,3.96,3360
427,0.3,Ideal,G,SI1,62.2,57,4.26,4.29,2.66,477
428,0.9,Good,I,SI2,60.9,63,6.13,6.21,3.76,2680
429,1.02,Fair,D,SI1,70.6,57,6.08,6.01,4.27,4398
430,0.26,Very Good,I,SI1,59.2,60,4.2,4.24,2.5,445
431,0.33,Ideal,D,VS1,61.7,55,4.48,4.5,2.77,1007
432,0.51,Good,D,SI2,63.9,55,5.1,5.04,3.24,1268
433,1.2,Ideal,H,VS2,59.9,57,6.91,6.87,4.13,6487
434,0.25,Very Good,F,VVS1,62.2,56,4.02,4.03,2.5,633
435,0.51,Good,F,SI1,63.6,56,5.11,5.08,3.24,1312
436,0.9,Good,I,VVS2,62.9,61,6.1,6.14,3.85,3946
437,1.07,Very Good,D,SI1,61.8,61,6.54,6.57,4.05,5767
438,0.3,Ideal,E,SI2,62.1,54,4.32,4.35,2.69,401
439,2.01,Premium,J,VS2,60.5,60,8.13,8.09,4.91,13400
440,1.04,Premium,F,VVS2,59.2,58,6.68,6.66,3.95,8722
441,2.01,Very Good,J,SI1,59.3,62,8.15,8.2,4.85,12257
442,0.71,Very Good,H,SI1,,57,5.65,5.61,3.55,2207
443,0.5,Very Good,D,VS2,63.8,56,5.05,5.08,3.23,1580
444,0.59,Premium,E,SI1,61.8,60,5.39,5.33,3.31,1789
445,1,Ideal,D,SI1,60.2,57,6.48,6.54,3.92,4774
446,0.31,Ideal,D,VS2,61.8,57,4.38,4.36,2.7,942
447,0.7,Good,F,VS1,59.4,62,5.71,5.76,3.4,2759
448,0.51,Very Good,H,VS1,60.7,56,5.18,5.21,3.16,1628
449,1.52,Premium,H,SI2,62.6,60,7.34,7.3,4.58,6086
450,0.91,Very Good,E,SI2,62.8,61,6.07,6.09,3.82,3703
451,0.95,Premium,G,SI2,59.7,61,6.35,6.27,3.77,3830
452,0.7,Very Good,D,SI1,62.6,57,5.67,5.7,3.56,2726
453,0.53,Premium,E,SI1,61.8,60,5.21,5.18,3.21,2099
454,1.71,Premium,G,SI1,60.6,58,7.79,7.75,4.71,13666
455,0.93,Premium,G,VS1,62.1,59,6.21,6.16,3.84,4793
456,0.61,Ideal,E,VS2,61.3,55,5.48,5.45,3.35,2373
457,1.01,Premium,G,SI1,61.5,59,6.48,6.43,3.97,5006
458,1.01,Ideal,G,SI1,62.3,57,6.41,6.36,3.98,4694
459,0.7,Ideal,E,VS1,60.5,56,5.78,5.83,3.51,3419
460,2.48,Ideal,I,SI2,62.3,57,8.64,8.58,5.36,12883
461,1.04,Premium,E,SI2,62.4,57,6.51,6.43,4.04,4892
462,1.06,Ideal,H,SI1,60.8,54,6.64,6.61,4.03,4602
463,0.44,Very Good,E,SI1,62.9,58,4.85,4.88,3.06,810
464,0.9,Very Good,H,VS2,62.6,59,6.07,6.16,3.83,5502
465,1.52,Ideal,H,VS1,60.1,60,7.54,7.51,4.52,11946
466,0.31,Ideal,H,VVS1,62.6,53,4.35,4.41,2.74,687
467,1.13,Very Good,H,SI1,60.1,60,6.73,6.77,4.06,4959
468,0.91,Good,D,SI2,64.1,62,6.06,6.01,3.87,3349
469,0.53,Good,G,SI1,63.8,56,5.14,5.18,3.29,1268
470,0.31,Ideal,E,VS1,62.1,54.2,4.31,4.35,2.69,726
471,1.28,Ideal,H,SI2,61.8,57,7,6.97,4.32,5676
472,1.51,Ideal,G,VS1,61.9,57,7.37,7.34,4.55,14674
473,0.41,Premium,F,VVS2,61,59,4.82,4.79,2.93,1192
474,0.28,Ideal,F,VS2,61.8,54,4.18,4.23,2.6,490
475,1.23,Premium,H,VS2,59.3,58,7,6.94,4.13,5979
476,0.36,Ideal,H,IF,61.9,57,4.6,4.55,2.83,1013
477,2.03,Very Good,I,VS1,63.2,60,8.01,7.98,5.05,15086
478,0.55,Ideal,E,SI1,60.9,56,5.32,5.28,3.23,1556
479,0.92,Very Good,F,SI1,62.2,55,6.19,6.26,3.87,4621
480,1.7,Very Good,I,SI1,63.1,57,7.51,7.46,4.72,10341
481,0.58,Ideal,F,VVS2,61.8,56,5.36,5.39,3.32,2395
482,0.31,Ideal,F,VVS2,62.4,55,4.33,4.36,2.71,761
483,1.27,Ideal,G,VVS1,61.7,56,6.9,7.03,4.3,10805
484,1.27,Premium,I,SI1,62.3,56,6.93,6.85,4.29,5547
485,1.11,Ideal,J,VS2,61.7,54,6.64,6.69,4.11,5051
486,1.52,Premium,E,SI1,62.5,59,7.33,7.26,4.56,12418
487,0.93,Ideal,I,SI1,62.5,55,6.23,6.29,3.91,3856
488,0.31,Ideal,G,VVS2,62.1,56,4.32,4.35,2.69,707
489,0.83,Very Good,D,IF,59.7,53,6.14,6.23,3.69,7889
490,1.22,Premium,H,SI1,60.6,60,6.92,6.85,4.17,6387
491,0.32,Ideal,E,VS2,62.3,56,4.41,4.38,2.74,900
492,0.4,Very Good,E,SI1,62.8,59,4.67,4.7,2.94,707
493,0.7,Very Good,G,VVS2,60.8,57,5.72,5.76,3.49,2931
494,1.43,Fair,I,VS1,50.8,60,7.73,7.25,3.93,6727
495,0.58,Ideal,D,SI2,61.2,57,5.38,5.41,3.3,1436
496,0.81,Premium,G,SI2,59,57,6.14,6.1,3.61,2274
497,0.4,Ideal,F,SI1,62.1,57,4.69,4.65,2.9,882
498,0.55,Ideal,E,VS2,61.4,56,5.26,5.32,3.25,1667
499,1.16,Very Good,H,SI2,61.8,58,6.75,6.81,4.19,4785
500,1.04,Premium,H,SI2,62.4,58,6.49,6.4,4.02,3611
501,0.71,Premium,G,SI1,58.9,62,5.85,5.79,3.43,2181
502,0.91,Very Good,F,VS2,60.8,57,6.24,6.25,3.8,4606
503,0.3,Ideal,F,VS1,61.7,56,4.32,4.34,2.67,570
504,0.7,Fair,G,SI1,61.6,66,5.62,5.57,3.45,1995
505,0.7,Very Good,G,SI2,60.6,58,5.72,5.77,3.48,2057
506,1.01,Very Good,H,SI2,63.9,56,6.29,6.38,4.05,4023
507,1.5,Premium,D,I1,61.7,62,7.28,7.24,4.48,6300
508,0.52,Ideal,E,VS2,61.5,56,5.17,5.14,3.17,1767
509,0.36,Ideal,D,SI2,62.3,57,4.57,4.52,2.83,689
510,1.1,Very Good,F,VS2,,59,6.56,6.6,4.08,6708
511,1.01,Very Good,I,SI2,63.5,57,6.35,6.37,4.04,4244
512,0.3,Premium,G,SI1,62.6,57,4.34,4.25,2.69,574
513,0.38,Very Good,F,SI2,,61,4.61,4.67,2.83,600
514,0.3,Ideal,F,VS2,62,54,4.31,4.34,2.68,605
515,1.53,Ideal,I,VS2,61.7,57,7.36,7.41,4.56,9189
516,1.52,Premium,F,VS2,59.4,55,7.52,7.46,4.45,14388
517,1.01,Fair,D,VVS2,65.4,57,6.2,6.16,4.04,8716
518,0.45,Good,F,VS1,58.6,62.2,5,5.05,2.95,1144
519,0.32,Ideal,G,VVS1,60.3,58,4.44,4.48,2.69,779
520,0.26,Ideal,E,VVS2,62.2,56,4.12,4.15,2.57,599
521,0.31,Very Good,F,VS2,63.4,56,4.34,4.31,2.74,802
522,0.3,Ideal,H,VVS1,61.3,57,4.32,4.36,2.66,665
523,0.42,Good,E,SI1,63.6,61,4.73,4.7,3,945
524,1.04,Ideal,F,SI1,59.9,56,6.64,6.58,3.96,4403
525,0.56,Ideal,F,VS2,61,55,5.33,5.35,3.26,1708
526,1.05,Ideal,G,VS2,61.6,56,6.52,6.56,4.03,6837
527,0.9,Very Good,G,VS1,62.3,60,6,6.08,3.76,4540
528,1.09,Premium,H,VS1,60.2,59,6.71,6.67,4.03,5860
529,1,Premium,H,VS2,61.3,61,6.44,6.38,3.93,5096
530,1.22,Premium,E,SI2,60.5,60,6.93,6.89,4.18,4974
531,1.12,Ideal,G,SI1,62,55,6.68,6.65,4.13,5551
532,0.73,Ideal,F,VS1,61.2,57,5.79,5.84,3.56,3797
533,0.9,Very Good,D,SI1,62.7,56,6.12,6.16,3.85,4381
534,0.71,Ideal,G,VVS2,60.7,57,5.81,5.78,3.52,2843
535,0.32,Good,E,VS1,59.5,64,4.42,4.45,2.64,756
536,0.39,Ideal,F,VS2,60,57,4.76,4.7,2.84,1053
537,1.22,Premium,I,VS2,60.3,59,6.93,6.87,4.16,6217
538,1.01,Very Good,I,SI1,60.9,63,6.51,6.43,3.94,2323
539,1.5,Good,E,SI2,61.5,65,7.21,7.17,4.42,6300
540,1.22,Premium,E,SI1,62.3,59,6.8,6.74,4.22,7395
541,0.57,Ideal,E,SI1,62.2,57,5.33,5.31,3.31,1613
542,1.06,Premium,E,VS2,61.3,58,6.56,6.52,4.01,7408
543,0.3,Ideal,F,IF,62.3,55,4.29,4.31,2.68,886
544,0.38,Very Good,D,SI1,58.9,61,4.75,4.79,2.81,733
545,0.5,Very Good,I,SI1,62.8,60,5.04,5.08,3.18,1054
546,0.5,Ideal,H,SI2,62.4,55,5.09,5.11,3.18,964
547,1.12,Good,F,VS2,63.8,57,6.59,6.61,4.21,6925
548,1.59,Premium,H,VVS2,63,58,7.48,7.43,4.7,12409
549,0.35,Ideal,F,SI1,62.4,55,4.55,4.52,2.83,748
550,0.59,Premium,H,SI1,62.9,60,5.34,5.24,3.33,1265
551,0.52,Ideal,G,VS1,61.2,56,5.19,5.23,3.19,1803
552,0.62,Ideal,D,VS2,61.2,56,5.49,5.52,3.37,2243
553,1.04,Very Good,G,VS2,61.9,57,6.46,6.5,4.01,6177
554,2.16,Premium,J,VVS1,61.5,58,8.36,8.26,5.11,17891
555,0.41,Ideal,E,SI1,62.7,57,4.74,4.77,2.98,755
556,1.61,Ideal,I,VS2,62.5,57,7.49,7.43,4.66,10098
557,0.35,Ideal,E,SI2,61.4,56,4.55,4.51,2.78,630
558,1.25,Premium,F,VS2,61.5,60,6.93,6.89,4.25,8840
559,1.25,Ideal,G,VVS2,62.2,55,6.87,6.93,4.29,10983
560,0.7,Very Good,F,VS1,62.4,56,5.62,5.7,3.53,2604
561,1.06,Premium,I,SI2,61.5,57,6.57,6.49,4.02,2968
562,0.91,Ideal,J,VS1,61.9,56,6.19,6.22,3.85,3863
563,0.9,Ideal,I,SI2,62,56,6.2,6.16,3.83,2948
564,0.96,Good,H,SI2,56.7,62,6.51,6.39,3.66,3611
565,0.8,Ideal,H,SI2,62.4,57,5.91,5.83,3.66,2122
566,1.01,Very Good,G,IF,63,60,6.31,6.35,3.99,7974
567,1.51,Good,J,VS2,64,58,7.24,7.27,4.64,6936
568,2.03,Premium,D,SI2,61.7,58,8.14,8.1,5.01,13229
569,1.21,Premium,F,SI1,61.1,61,6.78,6.74,4.13,5720
570,0.35,Very Good,H,SI1,63.3,54,4.53,4.51,2.86,647
571,1,Very Good,E,VS1,63,58,6.29,6.38,3.99,7676
572,0.52,Ideal,E,VS2,61.2,56,5.16,5.23,3.18,1689
573,0.39,Premium,D,VS2,,59,4.76,4.74,2.86,1024
574,0.31,Ideal,G,VVS1,61.8,54,4.39,4.41,2.72,789
575,1.39,Premium,H,SI1,62.7,58,7.15,7.08,4.46,7986
576,0.36,Premium,I,IF,59.9,59,4.58,4.63,2.76,758
577,1.23,Ideal,H,SI1,62.3,57,6.85,6.89,4.28,5938
578,0.42,Ideal,G,VS1,61.2,54,4.82,4.86,2.96,921
579,0.42,Premium,I,SI1,62.6,58,4.76,4.8,2.99,626
580,1.5,Good,H,I1,64,56,7.18,7.05,4.56,4022
581,0.3,Ideal,D,SI1,62.1,56,4.3,4.33,2.68,552
582,1.14,Ideal,G,VVS2,61,56,6.74,6.76,4.12,9013
583,0.39,Premium,D,VS1,61.7,59,4.69,4.64,2.88,1123
584,0.31,Good,G,VS1,63.8,57,4.29,4.33,2.75,625
585,0.38,Ideal,D,VVS2,61.5,57,4.67,4.63,2.86,1257
586,0.42,Ideal,H,SI1,61.7,55,4.84,4.85,2.99,885
587,0.35,Very Good,G,VS2,60.2,60,4.54,4.6,2.75,658
588,0.3,Premium,G,VS1,62.3,59,4.3,4.27,2.67,776
589,0.52,Premium,H,SI1,62.6,55,5.16,5.12,3.22,1219
590,0.5,Very Good,J,VS1,61.4,57.8,5.09,5.14,3.15,1034
591,0.72,Ideal,G,VVS2,61,56,5.8,5.84,3.55,3295
592,1.5,Premium,H,SI2,60.8,58,7.39,7.34,4.48,8148
593,1.04,Very Good,D,SI1,63.4,55,6.41,6.46,4.08,5557
594,0.53,Ideal,H,VVS1,61.3,56,5.21,5.23,3.2,1781
595,0.4,Very Good,D,VS1,62.9,55,4.73,4.77,2.99,1004
596,0.74,Premium,D,SI1,60.6,60,5.88,5.84,3.55,2655
597,1.3,Ideal,G,VS1,62.4,56,7.03,6.95,4.36,6928
598,0.7,Ideal,J,SI1,62.6,56,5.66,5.68,3.55,1937
599,0.9,Fair,I,VVS2,67,56,5.91,5.83,3.93,3074
600,0.7,Ideal,I,VVS1,62.3,55,5.7,5.64,3.53,2536
601,0.59,Very Good,G,SI1,63,57,5.35,5.38,3.38,1412
602,0.35,Ideal,F,VVS2,60.8,55,4.58,4.61,2.79,872
603,0.3,Ideal,E,VS2,62.6,54,4.31,4.28,2.69,844
604,0.7,Very Good,D,SI1,62.1,56,5.65,5.69,3.52,2686
605,1.01,Ideal,J,VS2,62.3,55,6.4,6.44,4,4425
606,1,Very Good,D,SI2,63.5,59,6.35,6.32,4.02,4295
607,0.53,Ideal,G,VVS2,60.4,56,5.24,5.29,3.18,1948
608,0.54,Ideal,D,VS1,61.4,57,5.21,5.24,3.21,2039
609,0.42,Very Good,G,VS1,59.4,59,4.86,4.9,2.9,921
610,1.52,Good,G,SI1,64.4,59,7.18,7.25,4.65,9368
611,2.04,Premium,F,SI2,60.2,58,8.17,8.24,4.94,18066
612,1.05,Fair,F,SI2,66,60,6.3,6.22,4.13,3615
613,0.33,Ideal,E,VS2,,55,4.48,4.46,2.74,928
614,1.51,Good,I,SI2,63.6,60,7.27,7.23,4.61,7957
615,0.32,Ideal,G,VVS1,61.9,56,4.4,4.39,2.72,1080
616,1,Ideal,F,VS1,61.9,57,6.41,6.39,3.96,7526
617,1.01,Premium,E,SI2,60,61,6.53,6.47,3.9,4921
618,0.39,Premium,F,VS2,62.4,58,4.65,4.61,2.89,1053
619,1,Premium,E,SI1,61.1,60,6.47,6.42,3.94,5174
620,0.39,Ideal,E,VS2,61.4,56,4.68,4.74,2.89,796
621,0.7,Very Good,F,VS2,59.5,58,5.75,5.85,3.45,2812
622,0.9,Ideal,E,VS1,61.7,56,6.19,6.22,3.83,6230
623,1,Good,J,VS2,58.7,61,6.5,6.52,3.82,3769
624,0.58,Premium,D,VS1,59.2,60,5.46,5.41,3.22,2401
625,0.3,Ideal,G,IF,61,56,4.34,4.37,2.65,844
626,1.51,Premium,F,VS2,61.1,59,7.37,7.32,4.49,14294
627,1.01,Premium,F,VVS1,62.8,58,6.39,6.35,4,9412
628,0.35,Very Good,E,VS1,62.3,60,4.5,4.52,2.81,829
629,1.01,Very Good,G,VS2,61.9,58,6.37,6.42,3.96,6047
630,0.7,Ideal,J,VS2,61.9,57,5.65,5.69,3.51,1974
631,0.62,Premium,F,VS2,62.3,60,5.46,5.39,3.38,2009
632,1.51,Premium,H,SI1,60.7,59,7.43,7.39,4.5,10020
633,2.01,Premium,J,SI2,62.8,58,8.09,8,5.05,12407
634,0.35,Fair,F,VVS1,54.6,59,4.85,4.79,2.63,1011
635,0.91,Premium,F,SI2,61.4,60,6.21,6.23,3.82,3682
636,0.43,Premium,D,VS2,60.2,59,4.92,4.88,2.95,1129
637,1.22,Premium,H,VS2,62.7,59,6.82,6.81,4.27,6184
638,1.01,Premium,F,SI1,62.2,59,6.41,6.36,3.97,5345
639,0.59,Ideal,H,SI2,61.9,55,5.37,5.39,3.33,1292
640,1.11,Good,E,SI2,,60,6.76,6.83,3.96,4532
641,0.52,Very Good,J,SI1,62.5,59,5.14,5.16,3.22,1019
642,0.23,Premium,D,VVS2,59.6,61,4.03,3.99,2.39,640
643,1.33,Premium,G,VS1,62.7,58,6.96,7.01,4.38,9699
644,0.5,Ideal,D,SI1,60.9,57,5.18,5.14,3.14,1654
645,0.29,Very Good,F,VVS2,60.8,63,4.28,4.31,2.61,592
646,0.41,Premium,G,VS2,61.6,58,4.73,4.78,2.93,827
647,0.71,Good,J,VS1,63.3,55,5.62,5.66,3.57,1881
648,0.73,Premium,G,VS1,61.4,58,5.82,5.77,3.56,2841
649,1.51,Premium,J,VS2,62.3,59,7.31,7.35,4.57,7418
650,1.04,Ideal,E,SI2,61.4,56,6.56,6.5,4.01,4892
651,2.01,Good,G,SI2,63.6,59,7.97,7.9,5.05,11096
652,0.41,Fair,G,VVS2,64.7,56,4.68,4.72,3.04,833
653,0.37,Fair,D,IF,61.2,57,4.68,4.73,2.88,1440
654,1.23,Premium,E,SI1,59.2,62,7.05,7,4.16,7274
655,0.36,Ideal,G,SI1,61.8,55,4.58,4.61,2.84,725
656,1.2,Premium,G,VS2,62.1,61,6.74,6.68,4.17,7728
657,0.33,Very Good,D,VVS2,59.5,56,4.51,4.56,2.7,933
658,0.6,Ideal,D,VS2,61.5,55,5.42,5.45,3.34,2325
659,0.91,Premium,H,SI1,63,57,6.19,6.1,3.87,3033
660,0.33,Ideal,F,VS2,60.5,55,4.55,4.47,2.73,854
661,0.32,Good,E,VS1,60.3,64,4.42,4.44,2.67,756
662,0.7,Very Good,D,VS1,61.2,56,5.68,5.75,3.5,3567
663,1.35,Premium,J,SI1,61.1,61,7.13,7.1,4.35,5715
664,0.71,Premium,I,VS1,61.9,58,5.76,5.71,3.55,2104
665,0.92,Premium,D,SI2,62.5,59,6.24,6.2,3.89,3550
666,0.7,Premium,H,SI1,61.3,58,5.71,5.74,3.51,2155
667,0.45,Good,G,VS1,60.7,60.4,4.94,4.98,3.01,1246
668,1.6,Premium,J,SI1,62.2,58,7.48,7.54,4.67,7550
669,1.5,Very Good,G,VVS2,60.9,56,7.34,7.37,4.48,12798
670,3.04,Very Good,I,SI2,63.2,59,9.14,9.07,5.75,15354
671,1.61,Ideal,G,VS2,62.2,56,7.57,7.5,4.69,9521
672,1,Very Good,F,VS2,62.9,55,6.34,6.38,4,6352
673,1.02,Very Good,E,VS1,58.9,59,6.52,6.65,3.88,7253
674,1.57,Ideal,H,VS1,62.2,55,7.44,7.49,4.64,12810
675,2.02,Ideal,I,SI1,61.9,58,8.07,8.18,5.03,15942
676,2.14,Premium,H,SI1,62.3,58,8.28,8.22,5.14,14490
677,0.25,Very Good,E,VVS2,60.5,59,4.06,4.1,2.47,575
678,0.31,Ideal,G,VS2,62.7,57,4.31,4.34,2.71,544
679,0.5,Ideal,D,VS2,61.9,59,5.07,5.1,3.15,1712
680,0.26,Ideal,H,VS1,62.2,55,4.06,4.11,2.54,462
681,0.32,Premium,H,VS1,62.3,58,4.34,4.39,2.72,561
682,0.71,Ideal,I,IF,61.5,56,5.74,5.77,3.54,2925
683,0.94,Premium,H,SI2,,57,6.29,6.21,3.87,3335
684,0.26,Very Good,E,VS2,62.8,58,4,4.06,2.53,601
685,0.38,Ideal,E,VVS2,61.9,53.8,4.66,4.7,2.9,1073
686,0.97,Very Good,G,SI1,60.2,61,6.4,6.46,3.87,4140
687,0.9,Good,F,SI1,63.2,61,6.09,6.13,3.86,3950
688,0.31,Ideal,H,VS2,62.6,57,4.38,4.34,2.73,628
689,0.27,Ideal,H,VVS2,62.1,57,4.15,4.1,2.56,623
690,0.54,Ideal,E,SI2,,57,5.25,5.28,3.19,1246
691,1.03,Ideal,F,VS1,60.7,56,6.6,6.54,3.99,7429
692,0.52,Ideal,D,VS1,61.3,56,5.21,5.22,3.2,2550
693,0.71,Good,D,SI1,63.1,56,5.68,5.73,3.6,2719
694,0.91,Very Good,J,SI1,63.5,58,6.17,6.12,3.9,2905
695,0.71,Ideal,E,SI2,,57,5.74,5.78,3.54,2470
696,1.07,Premium,D,SI1,63,57,6.57,6.47,4.11,6124
697,1.21,Ideal,G,VS1,61.4,56,6.84,6.9,4.22,8824
698,0.31,Ideal,E,VVS1,60.5,57,4.38,4.41,2.66,942
699,0.45,Very Good,F,VS1,62.1,59,4.85,4.81,3,1179
700,0.49,Ideal,D,VS1,62.3,55,5.03,5.05,3.14,1934
701,0.53,Premium,H,SI1,60.9,60,5.26,5.19,3.18,1193
702,0.91,Good,G,SI2,63.6,56,6.14,6.09,3.89,3610
703,0.32,Good,I,SI1,63.9,55,4.36,4.34,2.78,554
704,0.5,Good,I,VS2,60.4,64,5.12,5.08,3.08,1047
705,0.32,Very Good,E,SI1,61.6,56,4.39,4.41,2.71,561
706,0.31,Very Good,H,VS2,60,60,4.4,4.43,2.65,489
707,1.53,Premium,I,SI1,60.8,59,7.54,7.49,4.57,8911
708,0.9,Good,J,SI2,,56,6.1,6.17,3.92,2693
709,1.01,Premium,G,VS2,61.6,58,6.45,6.4,3.96,6027
710,1.71,Very Good,F,VS1,61.9,61,7.61,7.67,4.73,17685
711,1.49,Fair,H,I1,66.9,61,6.93,6.89,4.62,6425
712,0.41,Good,E,SI2,63.8,57,4.75,4.68,3.01,818
713,0.38,Very Good,F,SI2,61.2,57,4.67,4.71,2.87,585
714,0.53,Ideal,D,VVS1,62,57,5.16,5.2,3.21,2732
715,0.9,Fair,D,SI1,64,63,6.12,6.04,3.89,4796
716,0.56,Premium,F,VS2,60.5,59,5.42,5.33,3.25,1935
717,1.24,Premium,G,IF,60.5,60,6.95,6.91,4.19,10508
718,1.27,Ideal,F,SI1,61.8,57,6.96,6.89,4.28,5761
719,0.73,Ideal,J,SI1,62,56,5.74,5.78,3.57,1902
720,1.52,Premium,G,VS1,62.4,58,7.37,7.3,4.58,13034
721,0.76,Premium,G,SI2,62.6,55,5.87,5.82,3.66,1970
722,1.76,Very Good,G,VS1,62.8,55.4,7.7,7.74,4.85,18014
723,0.3,Very Good,D,VS1,62,55,4.31,4.35,2.68,863
724,0.23,Very Good,E,VVS1,61.8,59,3.89,3.91,2.41,472
725,1.15,Premium,G,SI1,62.6,58,6.71,6.65,4.18,5851
726,1.25,Ideal,I,SI2,63.3,56,6.87,6.83,4.34,5292
727,0.3,Ideal,F,VVS1,62.2,56,4.27,4.31,2.67,814
728,1.51,Premium,E,SI1,58.6,62,7.58,7.53,4.43,12655
729,1.03,Premium,D,VVS2,,59,6.48,6.43,3.98,8623
730,1.52,Premium,H,SI1,60.1,60,7.47,7.45,4.48,10330
731,0.27,Very Good,D,VVS2,64.6,53,4.04,4.1,2.63,575
732,0.83,Ideal,D,SI1,61.5,53,6.09,6.07,3.74,3933
733,1.19,Premium,I,SI1,61.3,59,6.84,6.79,4.18,5464
734,2.1,Ideal,H,SI1,62.9,57,8.19,8.12,5.13,18648
735,0.7,Ideal,F,SI1,62.2,56,5.68,5.7,3.54,2409
736,0.54,Premium,D,VS1,61.1,58,5.24,5.3,3.22,1994
737,1.57,Ideal,G,SI1,61.7,55,7.51,7.44,4.61,8752
738,0.31,Ideal,D,VVS2,60.9,57,4.38,4.42,2.68,777
739,0.3,Premium,I,VS1,60.3,58,4.32,4.34,2.61,473
740,0.51,Ideal,G,VVS2,61.9,55,5.15,5.19,3.2,1875
741,0.6,Very Good,J,VS1,62.6,56,5.37,5.41,3.37,1378
742,0.37,Premium,G,SI1,62.1,60,4.54,4.61,2.84,551
743,0.7,Ideal,D,VS2,62.4,57,5.68,5.61,3.52,2867
744,0.52,Ideal,D,VVS2,60.4,57,5.25,5.28,3.18,2426
745,1.74,Ideal,D,SI2,59.7,55,7.9,7.84,4.7,9880
746,0.51,Good,H,SI2,63.7,61,4.99,4.96,3.17,964
747,0.3,Premium,I,VS1,61.7,59,4.3,4.26,2.64,608
748,1.78,Very Good,D,SI2,63.4,60,7.67,7.61,4.85,10730
749,1.1,Very Good,G,VS1,60.3,62,6.72,6.67,4.04,6951
750,0.43,Ideal,H,VS2,62.5,56,4.81,4.85,3.02,1218
751,0.42,Ideal,I,SI1,61,56,4.86,4.83,2.96,914
752,0.43,Ideal,G,IF,61.8,55,4.85,4.89,3.01,1433
753,1.01,Premium,G,SI2,62.4,58,6.41,6.38,3.99,4442
